sample_index,true_label,predicted_label,confidence,correct
136,neutral,neutral,0.494502454996109,True
137,sad,neutral,0.5072624087333679,False
138,neutral,neutral,0.4390818476676941,True
139,neutral,neutral,0.4975999593734741,True
140,happy,neutral,0.47377142310142517,False
141,neutral,neutral,0.4837491512298584,True
142,fear,neutral,0.5383707284927368,False
143,neutral,neutral,0.46348005533218384,True
144,fear,neutral,0.4803067445755005,False
145,neutral,neutral,0.4791070520877838,True
146,neutral,neutral,0.45792874693870544,True
147,angry,neutral,0.47248467803001404,False
148,neutral,neutral,0.4835609793663025,True
149,sad,neutral,0.44623658061027527,False
150,fear,neutral,0.47628653049468994,False
151,neutral,neutral,0.4751720130443573,True
152,neutral,neutral,0.500178337097168,True
153,neutral,neutral,0.4920790195465088,True
154,sad,neutral,0.5013691186904907,False
155,neutral,neutral,0.47690361738204956,True
156,sad,neutral,0.5071908235549927,False
157,neutral,neutral,0.5041974782943726,True
158,neutral,neutral,0.5070064067840576,True
159,neutral,neutral,0.4877797067165375,True
160,neutral,neutral,0.4575071632862091,True
161,neutral,neutral,0.49568188190460205,True
162,neutral,neutral,0.48124539852142334,True
163,neutral,neutral,0.46775850653648376,True
164,neutral,neutral,0.4675168991088867,True
165,neutral,neutral,0.49229151010513306,True
166,neutral,neutral,0.4501913785934448,True
167,sad,neutral,0.49671444296836853,False
168,neutral,neutral,0.46820148825645447,True
169,neutral,neutral,0.48497265577316284,True
170,neutral,neutral,0.4689779281616211,True
171,sad,neutral,0.4480310082435608,False
172,sad,neutral,0.4924037456512451,False
173,neutral,neutral,0.49763038754463196,True
174,neutral,neutral,0.46441230177879333,True
175,neutral,neutral,0.46865275502204895,True
176,happy,neutral,0.4909844696521759,False
177,neutral,neutral,0.49865132570266724,True
178,neutral,neutral,0.5068895816802979,True
179,happy,neutral,0.49384596943855286,False
180,sad,neutral,0.49020326137542725,False
181,neutral,neutral,0.4616748094558716,True
182,sad,neutral,0.47222715616226196,False
183,neutral,neutral,0.4947275221347809,True
184,fear,neutral,0.4908134341239929,False
185,neutral,neutral,0.5332924723625183,True
186,angry,neutral,0.4920790195465088,False
187,sad,neutral,0.47992604970932007,False
188,neutral,neutral,0.4783325493335724,True
189,neutral,neutral,0.4938507378101349,True
190,sad,neutral,0.4269000291824341,False
191,neutral,neutral,0.4808989465236664,True
192,neutral,neutral,0.4757455289363861,True
193,angry,neutral,0.4622897505760193,False
194,sad,neutral,0.4909895658493042,False
195,neutral,neutral,0.474075585603714,True
196,neutral,neutral,0.46610575914382935,True
197,sad,neutral,0.45503246784210205,False
198,fear,neutral,0.4846497178077698,False
199,neutral,neutral,0.5120525360107422,True
